brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,seats,torque_nm,mileage_kmpl
Audi,TTS 2.0T Premium Plus,2012,"72,922 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,,,"$25,999",5,270.0,14.243164630050575
BMW,650 Gran Coupe i xDrive,2015,"41,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$30,000",5,594.0,14.20190052370504
Subaru,Forester Premium,2021,"42,125 mi.",Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,None reported,Yes,"$27,899",5,338.0,9.5441700280786
Mercedes-Benz,AMG C AMG C 63,2016,"62,000 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$40,000",5,540.0,10.193286285298411
Land,Rover LR3 HSE,2006,"153,843 mi.",Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$9,950",5,594.0,8.164583914654308
BMW,X7 xDrive40i,2019,"35,248 mi.",Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,,"$53,998",5,405.0,9.880415861305956
Ford,Transit Connect XLT,2015,"194,454 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$9,888",5,338.0,8.205219926323046
Lexus,LX 570 Three-Row,2021,"21,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$89,999",5,770.0,14.3831799918708
Porsche,911 Carrera S,2013,"18,494 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,,,"$86,900",5,513.0,10.280866326755188
Dodge,Ram 2500 Laramie Quad Cab,2006,"218,000 mi.",Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,"$12,990",5,770.0,11.475455024528063
Nissan,Armada SL,2021,"67,800 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$36,500",5,756.0,8.5845552022253
Porsche,Cayman Base,2014,"79,000 mi.",Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,"$42,999",5,364.0,13.21329210570945
Mercedes-Benz,GLE 450 GLE 450,2022,"24,906 mi.",Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,None reported,,"$63,998",5,405.0,10.513017997750634
Chevrolet,Monte Carlo SS,2006,"66,840 mi.",Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$12,000",5,716.0,8.59954701995859
BMW,M5 Base,2013,"86,000 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,None reported,Yes,"$32,000",5,594.0,10.127564037583369
Hyundai,Kona N Base,2023,654 mi.,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic with Auto-Shift,Ultra Black,Black,None reported,Yes,"$34,599",5,270.0,11.116742193187228
Chevrolet,Monte Carlo SS,2005,"75,000 mi.",Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$12,500",5,513.0,10.757956218023672
Land,Rover Range Rover Evoque Pure,2015,"84,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$22,800",5,270.0,12.728456725831688
Audi,S7 4.0T Premium Plus,2017,"52,500 mi.",Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,"$39,999",5,540.0,9.49776395865354
GMC,Acadia SLT-1,2011,"120,000 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,"$7,500",5,486.0,13.556618999763906
Alfa,Romeo Stelvio Ti Sport,2020,"18,665 mi.",Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Lunare White Metallic,Ice,None reported,Yes,"$35,645",5,270.0,8.705929268307742
Ferrari,FF Base,2016,"19,987 mi.",Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,"$149,900",5,850.0,8.901616856910941
Kia,K900 5.0L,2017,"36,486 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$23,950",5,675.0,10.448211099224071
Ford,E150 XLT,2013,"162,100 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,None reported,Yes,"$12,500",5,729.0,11.961421058780193
Tesla,Model 3 Performance,2022,"13,079 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$47,000",5,472.0,12.699246383076922
Toyota,4Runner SR5,2022,"28,377 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,None reported,,"$36,999",5,540.0,10.415348831265522
Subaru,Forester Base,2020,"32,744 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,None reported,Yes,"$24,000",5,338.0,11.78382211374565
Porsche,Panamera 2,2012,"54,000 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"$26,000",5,486.0,8.583451520273048
Toyota,Tacoma PreRunner,2008,"202,055 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$8,500",5,540.0,12.516883110277847
RAM,2500 Laramie,2019,"65,000 mi.",Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$65,000",5,1200.0,13.717854878453828
Kia,Sportage Nightfall,2022,"9,686 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,"$30,990",5,324.0,12.026217235686763
Cadillac,DTS Base,2010,"49,620 mi.",Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$10,499",5,621.0,12.418510799445713
Toyota,Land Cruiser Base,1997,"213,000 mi.",Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,"$26,500",5,608.0,14.828191094157882
Nissan,GT-R Premium,2020,"16,010 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$114,000",5,513.0,8.198324003550592
Lexus,NX 350 F SPORT Handling,2023,820 mi.,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,None reported,,"$51,998",5,324.0,9.332927407630356
Audi,Q7 45 Premium Plus,2021,"68,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$36,499",5,270.0,14.805338232900953
Lexus,LX 470 Base,1999,"82,000 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$25,000",5,634.0,12.078008493769191
GMC,Terrain SLE,2022,"27,352 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,,"$27,785",5,202.0,10.100151040500162
Ford,Escape Limited,2012,"129,000 mi.",Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$7,000",5,338.0,9.552713674340076
Lexus,LS 460 L,2014,"106,731 mi.",Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$30,000",5,621.0,8.049331333937705
Ford,Expedition Platinum,2019,"34,672 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None reported,Yes,"$45,500",5,472.0,12.663772259454904
Chevrolet,Malibu LTZ,2010,"55,900 mi.",Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,"$8,950",5,486.0,10.543527682429582
Audi,RS 7 4.0T quattro,2023,"3,158 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,"$128,900",5,540.0,11.349547098395217
Audi,A5 2.0T Premium Plus,2015,"82,000 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,"$17,000",5,270.0,11.32726845193236
Genesis,G70 2.0T,2023,"4,785 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,"$42,850",5,270.0,8.989162577906503
Chevrolet,Trailblazer LS,2021,"20,497 mi.",Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,,"$22,999",5,176.0,12.687353757577425
Scion,tC Base,2013,"177,600 mi.",Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$7,100",5,338.0,10.703524682279422
Lincoln,MKZ Hybrid Base,2014,"78,568 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,"$15,500",5,270.0,13.31823274568501
Ford,Transit-350 XL,2018,"95,000 mi.",E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$43,000",5,500.0,11.867955090877643
Porsche,911 GT2 RS,2018,"4,529 mi.",Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,"$417,500",5,513.0,8.910977539372013
Ford,Explorer Timberline,2021,"25,240 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,,"$39,951",5,310.0,11.517430218519028
Volvo,XC90 3.2,2011,"88,300 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$11,500",5,432.0,9.03015906640018
Chevrolet,Avalanche LTZ,2013,"98,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$27,499",5,716.0,13.190766285574496
Audi,TT RS 2.5T,2018,"20,675 mi.",Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,"$76,000",5,338.0,12.731048869066283
Lincoln,Navigator L,2008,"95,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$10,900",5,729.0,8.366475833090258
Hyundai,Elantra GLS,2010,"107,000 mi.",Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,"$6,250",5,270.0,8.56495689796756
Audi,SQ5 3.0T Premium Plus,2016,"60,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$24,700",5,405.0,8.326449443554992
Mitsubishi,Lancer Evolution GSR,2012,"33,000 mi.",Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,"$34,999",5,270.0,11.111279802218798
Tesla,Model Y Performance,2023,500 mi.,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,"$60,000",5,472.0,9.73534034976612
Mercedes-Benz,Maybach S S 600,2016,"108,500 mi.",Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$63,500",5,810.0,8.301245018246169
Nissan,GT-R Premium,2017,"37,800 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,"$149,500",5,513.0,10.577842017002236
Mercedes-Benz,GLS 550 Base 4MATIC,2018,"74,422 mi.",Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,,"$44,798",5,634.0,13.222653833511206
Chevrolet,Blazer Premier,2019,"55,621 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,"$34,562",5,486.0,12.31706470155555
Mazda,CX-9 Grand Touring,2021,"46,707 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,"$32,541",5,338.0,10.065849011552157
Ford,Expedition Max Limited,2022,"26,500 mi.",Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$65,900",5,472.0,12.176614188278888
Nissan,Titan XD SV,2020,"10,001 mi.",Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,"$47,214",5,756.0,11.860494440267887
Lexus,LX 570 Three-Row,2019,"19,050 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"$76,900",5,770.0,11.15937760739306
Chevrolet,Traverse Premier,2020,"52,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$35,800",5,486.0,13.279459899694915
Mercedes-Benz,Sprinter High Roof,2014,"65,000 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$54,999",5,690.0,12.545035588459967
BMW,X5 3.0i,2004,"140,000 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,"$6,730",5,405.0,14.451546995960951
Ford,Fusion SE,2018,"75,600 mi.",Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$14,950",5,202.0,14.905545101086217
Lincoln,MKZ Base,2015,"117,292 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$12,000",5,270.0,12.885132410022994
Ford,GT,2005,"1,897 mi.",Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,,"$429,998",5,729.0,9.686205707004577
Genesis,G90 5.0 Ultimate,2017,"26,000 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$33,600",5,675.0,10.498886833258297
Lexus,LC 500 Base,2022,"2,071 mi.",Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,,"$99,950",5,675.0,13.209931054130196
Ford,Shelby GT500 Base,2014,"15,629 mi.",Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,,"$61,900",5,783.0,11.405200974137642
Saturn,Sky Base,2008,"15,020 mi.",Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,"$18,500",5,324.0,14.913098441880312
Audi,RS Q8 4.0T quattro,2022,"11,322 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,"$119,900",5,540.0,14.565375940694029
Toyota,Land Cruiser,2016,"50,361 mi.",Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,,"$65,998",5,770.0,11.802865941632117
Mercedes-Benz,SL-Class SL 550,2013,"115,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$36,000",5,621.0,8.723948599113255
Porsche,911 Carrera C2S,2005,"28,500 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$63,500",5,513.0,10.156650967039308
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,"51,700 mi.",Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$32,000",5,270.0,14.733679923942592
Ford,Taurus X Limited,2008,"148,949 mi.",Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,"$3,900",5,472.0,12.303662964835544
BMW,440 Gran Coupe i,2018,"39,300 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$31,750",5,405.0,9.798141959229865
Honda,S2000 CR,2008,"82,323 mi.",Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$28,500",5,297.0,10.679262826940317
Acura,Integra w/A-Spec Tech Package,2023,"3,574 mi.",Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,,"$34,998",5,202.0,8.242002635696542
Ford,Excursion Limited,2001,"109,357 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,"$12,749",5,918.0,8.802603895124545
Mercedes-Benz,SL-Class SL500 Roadster,2004,"46,000 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$18,853",5,675.0,8.514149078639589
Mercedes-Benz,CLS-Class CLS 550,2007,"123,112 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$104,999",5,742.0,13.405904892060894
INFINITI,G35 Sport,2007,"37,100 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$16,900",5,472.0,11.074563915054089
Volkswagen,Golf GTI 2.0T S 4-Door,2016,"89,000 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$14,500",5,270.0,13.835465550664011
Dodge,Challenger R/T Scat Pack,2022,"1,240 mi.",Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,,"$53,900",5,864.0,9.759107124183286
Lincoln,Navigator L Reserve,2019,"67,073 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$47,999",5,472.0,11.841499952863009
Maserati,Ghibli S Q4,2015,"28,700 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,,,"$24,900",5,405.0,14.221053357154917
Tesla,Model X Base,2023,"8,200 mi.",,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$93,999",5,472.0,8.981996553451626
Mercedes-Benz,AMG G 63 Base,2018,"41,000 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$108,900",5,742.0,13.25914230682393
Ford,Expedition Limited,2018,"98,995 mi.",Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,,"$34,998",5,472.0,14.395087866421498
Volkswagen,Routan SE,2012,"123,815 mi.",Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,"$5,000",5,486.0,10.454251857769057
Bugatti,Veyron 16.4 Grand Sport,2011,"6,330 mi.",Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,"$1,950,995",5,1080.0,8.755938813824846
Toyota,Highlander XLE,2020,"61,341 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,"$34,084",5,472.0,12.92613578438776
Honda,Civic LX,2016,"96,473 mi.",Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,,"$15,599",5,270.0,12.6416886332621
Jeep,Wrangler Unlimited Sahara,2017,"66,107 mi.",Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,,"$31,331",5,486.0,14.304678633272788
Land,Rover Range Rover Supercharged,2008,"114,287 mi.",Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$9,900",5,567.0,14.81312707760316
Acura,ILX 2.0L w/Premium Package,2015,"75,000 mi.",Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,"$14,500",5,270.0,11.08793199208766
BMW,M6 Base,2016,"45,800 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gold,Black,,,"$36,800",5,594.0,10.64777043705849
Polestar,2 Launch Edition,2021,"12,172 mi.",,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,,"$35,999",5,472.0,8.95387828065822
BMW,X6 sDrive35i,2016,"70,582 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,"$35,000",5,405.0,9.975740840758274
Porsche,Cayman S,2014,"33,088 mi.",Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$49,750",5,459.0,9.135291676413914
Lincoln,Corsair Grand Touring,2021,"1,850 mi.",Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Silver,Beige,None reported,Yes,"$49,000",5,338.0,10.557706894635464
Cadillac,DTS Luxury II,2008,"94,155 mi.",Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,"$10,500",5,621.0,10.24649839918698
Cadillac,ATS 3.6L Luxury,2016,"25,000 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,"$17,999",5,486.0,10.246013174847212
GMC,Sierra 1500 SLT,2016,"99,500 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$27,995",5,716.0,11.226154738823334
INFINITI,G37 x,2009,"158,564 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,"$8,750",5,500.0,13.05051567091541
Ford,Transit-350 XLT,2023,"20,000 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$78,499",5,472.0,11.731362637764548
Cadillac,XTS Luxury,2018,"46,711 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$20,850",5,486.0,10.240076730737504
Nissan,NV Passenger NV3500 HD SL V8,2017,"46,496 mi.",Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$41,000",5,756.0,13.17369486832808
Mercedes-Benz,GLS 450 Base 4MATIC,2019,"19,800 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,"$53,800",5,405.0,11.811520425448387
Toyota,Land Cruiser Base,2008,"175,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$37,900",5,770.0,8.378968742447146
Toyota,Land Cruiser Base,2016,"61,500 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$63,500",5,770.0,8.05751559747947
RAM,ProMaster 2500 Window Van High Roof,2016,"49,750 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,"$65,000",7,486.0,14.12694122630042
Lamborghini,Gallardo Base,2007,"38,800 mi.",Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,"$100,000",5,675.0,11.814317863237832
Lincoln,MKZ Base,2011,"83,765 mi.",Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$8,995",5,472.0,8.95805030791913
Mercedes-Benz,EQS 450 4MATIC,2023,"7,388 mi.",,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,None reported,Yes,"$105,500",5,472.0,9.393584598296858
